Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Mar 30 2014,9:00p,New York Knicks,89,Golden State Warriors,84,Box Score,,19596,2:21,Oracle Arena,
Sun Mar 30 2014,9:00p,Memphis Grizzlies,98,Portland Trail Blazers,105,Box Score,,19994,2:11,Moda Center,
Sun Mar 30 2014,9:30p,Phoenix Suns,99,Los Angeles Lakers,115,Box Score,,18355,2:12,STAPLES Center,
Mon Mar 31 2014,7:00p,Washington Wizards,94,Charlotte Bobcats,100,Box Score,,14894,2:07,Time Warner Cable Arena,
Mon Mar 31 2014,7:00p,San Antonio Spurs,103,Indiana Pacers,77,Box Score,,18165,2:09,Bankers Life Fieldhouse,
Mon Mar 31 2014,7:30p,Philadelphia 76ers,95,Atlanta Hawks,103,Box Score,,11096,2:14,Philips Arena,
Mon Mar 31 2014,7:30p,Milwaukee Bucks,111,Detroit Pistons,116,Box Score,,13062,2:19,The Palace of Auburn Hills,
Mon Mar 31 2014,7:30p,Toronto Raptors,83,Miami Heat,93,Box Score,,19831,2:12,AmericanAirlines Arena,
Mon Mar 31 2014,8:00p,Boston Celtics,80,Chicago Bulls,94,Box Score,,21494,2:03,United Center,
Mon Mar 31 2014,8:00p,Los Angeles Clippers,114,Minnesota Timberwolves,104,Box Score,,12172,2:07,Target Center,
Mon Mar 31 2014,8:00p,Sacramento Kings,102,New Orleans Pelicans,97,Box Score,,15548,2:22,Smoothie King Center,
Mon Mar 31 2014,9:00p,Memphis Grizzlies,94,Denver Nuggets,92,Box Score,,14570,2:25,Pepsi Center,
Mon Mar 31 2014,9:00p,New York Knicks,92,Utah Jazz,83,Box Score,,18653,2:07,EnergySolutions Arena,
Tue Apr 1 2014,8:00p,Houston Rockets,96,Brooklyn Nets,105,Box Score,,17732,2:20,Barclays Center,
Tue Apr 1 2014,8:30p,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,20423,2:30,American Airlines Center,
Tue Apr 1 2014,10:30p,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,18110,2:18,STAPLES Center,
Wed Apr 2 2014,7:00p,Detroit Pistons,94,Indiana Pacers,101,Box Score,,18165,2:21,Bankers Life Fieldhouse,
Wed Apr 2 2014,7:00p,Brooklyn Nets,81,New York Knicks,110,Box Score,,19812,2:27,Madison Square Garden (IV),
Wed Apr 2 2014,7:00p,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,16092,2:06,Amway Center,
Wed Apr 2 2014,7:00p,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,12136,2:11,Wells Fargo Center,
Wed Apr 2 2014,7:00p,Houston Rockets,103,Toronto Raptors,107,Box Score,,18294,2:29,Air Canada Centre,
Wed Apr 2 2014,7:00p,Boston Celtics,92,Washington Wizards,118,Box Score,,17770,2:09,Verizon Center,
Wed Apr 2 2014,7:30p,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,17029,2:10,Philips Arena,
Wed Apr 2 2014,7:30p,Milwaukee Bucks,77,Miami Heat,96,Box Score,,19609,2:01,AmericanAirlines Arena,
Wed Apr 2 2014,8:00p,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,12009,2:01,Target Center,
Wed Apr 2 2014,8:30p,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,18581,1:56,AT&T Center,
Wed Apr 2 2014,9:00p,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,14783,2:15,Pepsi Center,
Wed Apr 2 2014,10:00p,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,16091,2:39,US Airways Center,
Wed Apr 2 2014,10:00p,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,17317,2:12,Sleep Train Arena,
Thu Apr 3 2014,8:00p,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,18203,2:26,Chesapeake Energy Arena,
Thu Apr 3 2014,10:30p,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,19222,2:33,STAPLES Center,
Fri Apr 4 2014,7:00p,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,17708,2:06,Time Warner Cable Arena,
Fri Apr 4 2014,7:00p,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,17011,2:38,FedEx Forum,
Fri Apr 4 2014,7:00p,Indiana Pacers,94,Toronto Raptors,102,Box Score,,19800,2:17,Air Canada Centre,
Fri Apr 4 2014,7:30p,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,16210,2:07,Philips Arena,
Fri Apr 4 2014,7:30p,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,18624,2:22,TD Garden,
Fri Apr 4 2014,7:30p,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,16754,2:00,Barclays Center,
Fri Apr 4 2014,7:30p,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,19661,2:57,AmericanAirlines Arena,
Fri Apr 4 2014,7:30p,Washington Wizards,90,New York Knicks,89,Box Score,,19812,2:20,Madison Square Garden (IV),
Fri Apr 4 2014,8:00p,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,,21996,2:24,United Center,
Fri Apr 4 2014,9:00p,New Orleans Pelicans,96,Utah Jazz,100,Box Score,,19681,2:15,EnergySolutions Arena,
Fri Apr 4 2014,9:30p,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,18407,2:32,Toyota Center,
Fri Apr 4 2014,10:00p,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,,20089,2:11,Moda Center,
Fri Apr 4 2014,10:30p,Sacramento Kings,69,Golden State Warriors,102,Box Score,,19596,2:10,Oracle Arena,
Fri Apr 4 2014,10:30p,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,,18997,2:02,STAPLES Center,
Sat Apr 5 2014,7:00p,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,,16992,2:07,Amway Center,
Sat Apr 5 2014,7:00p,Chicago Bulls,96,Washington Wizards,78,Box Score,,19661,1:58,Verizon Center,
Sat Apr 5 2014,7:30p,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,OT,18179,2:33,Quicken Loans Arena,
Sat Apr 5 2014,7:30p,Boston Celtics,111,Detroit Pistons,115,Box Score,,19558,2:20,The Palace of Auburn Hills,
Sat Apr 5 2014,7:30p,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,,16133,2:18,Wells Fargo Center,
Sat Apr 5 2014,8:30p,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,,16310,2:17,BMO Harris Bradley Center,
Sun Apr 6 2014,1:00p,New York Knicks,91,Miami Heat,102,Box Score,,19647,2:35,AmericanAirlines Arena,
Sun Apr 6 2014,3:30p,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,,19239,2:29,STAPLES Center,
Sun Apr 6 2014,6:00p,Atlanta Hawks,107,Indiana Pacers,88,Box Score,,18165,2:13,Bankers Life Fieldhouse,
Sun Apr 6 2014,6:00p,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,17023,2:13,Sleep Train Arena,
Sun Apr 6 2014,7:00p,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,18325,2:38,Toyota Center,
Sun Apr 6 2014,7:00p,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,,18581,2:11,AT&T Center,
Sun Apr 6 2014,9:00p,Utah Jazz,102,Golden State Warriors,130,Box Score,,19596,2:02,Oracle Arena,
Sun Apr 6 2014,9:00p,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,,18422,2:28,US Airways Center,
Sun Apr 6 2014,9:00p,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,,20036,2:11,Moda Center,
Tue Apr 8 2014,7:30p,Detroit Pistons,102,Atlanta Hawks,95,Box Score,,10587,2:16,Philips Arena,
Tue Apr 8 2014,8:00p,Brooklyn Nets,88,Miami Heat,87,Box Score,,19600,2:16,AmericanAirlines Arena,
Tue Apr 8 2014,8:00p,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,,10117,2:07,Target Center,
Tue Apr 8 2014,9:00p,Dallas Mavericks,95,Utah Jazz,83,Box Score,,18102,1:57,EnergySolutions Arena,
Tue Apr 8 2014,10:00p,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,,16696,2:11,Sleep Train Arena,
Tue Apr 8 2014,10:30p,Houston Rockets,145,Los Angeles Lakers,130,Box Score,,18131,2:22,STAPLES Center,
Wed Apr 9 2014,7:00p,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,,15979,2:03,Quicken Loans Arena,
Wed Apr 9 2014,7:00p,Brooklyn Nets,111,Orlando Magic,115,Box Score,,16085,2:19,Amway Center,
Wed Apr 9 2014,7:00p,Philadelphia 76ers,114,Toronto Raptors,125,Box Score,,18789,2:19,Air Canada Centre,
Wed Apr 9 2014,7:00p,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,17784,2:14,Verizon Center,
Wed Apr 9 2014,7:30p,Boston Celtics,97,Atlanta Hawks,105,Box Score,,13868,2:07,Philips Arena,
Wed Apr 9 2014,8:00p,Miami Heat,102,Memphis Grizzlies,107,Box Score,,18119,2:30,FedEx Forum,
Wed Apr 9 2014,8:00p,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,13139,2:18,BMO Harris Bradley Center,
Wed Apr 9 2014,8:00p,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,,13447,1:56,Target Center,
Wed Apr 9 2014,8:00p,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,,16256,2:08,Smoothie King Center,
Wed Apr 9 2014,9:00p,Houston Rockets,116,Denver Nuggets,123,Box Score,,15322,2:10,Pepsi Center,
Wed Apr 9 2014,10:00p,Sacramento Kings,99,Portland Trail Blazers,100,Box Score,,20002,2:15,Moda Center,
Wed Apr 9 2014,10:30p,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,,19459,2:39,STAPLES Center,
Thu Apr 10 2014,8:00p,San Antonio Spurs,109,Dallas Mavericks,100,Box Score,,20324,2:30,American Airlines Center,
Thu Apr 10 2014,10:30p,Denver Nuggets,100,Golden State Warriors,99,Box Score,,19596,2:22,Oracle Arena,
Fri Apr 11 2014,7:00p,Washington Wizards,96,Orlando Magic,86,Box Score,,17009,2:16,Amway Center,
Fri Apr 11 2014,7:00p,New York Knicks,108,Toronto Raptors,100,Box Score,,19800,2:31,Air Canada Centre,
Fri Apr 11 2014,7:30p,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,18624,2:05,TD Garden,
Fri Apr 11 2014,7:30p,Atlanta Hawks,93,Brooklyn Nets,88,Box Score,,17732,2:13,Barclays Center,
Fri Apr 11 2014,7:30p,Indiana Pacers,86,Miami Heat,98,Box Score,,20300,2:16,AmericanAirlines Arena,
Fri Apr 11 2014,8:00p,Detroit Pistons,98,Chicago Bulls,106,Box Score,,22219,2:05,United Center,
Fri Apr 11 2014,8:00p,Philadelphia 76ers,95,Memphis Grizzlies,117,Box Score,,17456,2:08,FedEx Forum,
Fri Apr 11 2014,8:00p,Houston Rockets,110,Minnesota Timberwolves,112,Box Score,,16689,2:32,Target Center,
Fri Apr 11 2014,8:00p,New Orleans Pelicans,94,Oklahoma City Thunder,116,Box Score,,18203,2:09,Chesapeake Energy Arena,
Fri Apr 11 2014,8:30p,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,13126,2:18,BMO Harris Bradley Center,
Fri Apr 11 2014,8:30p,Phoenix Suns,104,San Antonio Spurs,112,Box Score,,18581,2:11,AT&T Center,
Fri Apr 11 2014,9:00p,Portland Trail Blazers,111,Utah Jazz,99,Box Score,,19248,2:06,EnergySolutions Arena,
Fri Apr 11 2014,10:30p,Golden State Warriors,112,Los Angeles Lakers,95,Box Score,,18997,1:59,STAPLES Center,
Sat Apr 12 2014,3:30p,Sacramento Kings,101,Los Angeles Clippers,117,Box Score,,19060,2:24,STAPLES Center,
Sat Apr 12 2014,7:00p,Philadelphia 76ers,105,Charlotte Bobcats,111,Box Score,,17140,2:22,Time Warner Cable Arena,
Sat Apr 12 2014,7:00p,Milwaukee Bucks,91,Washington Wizards,104,Box Score,,17278,2:11,Verizon Center,
Sat Apr 12 2014,7:30p,Miami Heat,85,Atlanta Hawks,98,Box Score,,19287,2:06,Philips Arena,
Sat Apr 12 2014,7:30p,Boston Celtics,111,Cleveland Cavaliers,99,Box Score,,18456,2:09,Quicken Loans Arena,
Sat Apr 12 2014,8:00p,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,18372,2:26,Toyota Center,
Sat Apr 12 2014,8:30p,Phoenix Suns,98,Dallas Mavericks,101,Box Score,,20413,2:25,American Airlines Center,
Sat Apr 12 2014,9:00p,Utah Jazz,94,Denver Nuggets,101,Box Score,,18832,2:19,Pepsi Center,
Sun Apr 13 2014,1:00p,Oklahoma City Thunder,97,Indiana Pacers,102,Box Score,,18165,2:36,Bankers Life Fieldhouse,
Sun Apr 13 2014,3:30p,Toronto Raptors,116,Detroit Pistons,107,Box Score,,16944,2:28,The Palace of Auburn Hills,
Sun Apr 13 2014,6:00p,Orlando Magic,88,Brooklyn Nets,97,Box Score,,17732,2:08,Barclays Center,
Sun Apr 13 2014,7:30p,Chicago Bulls,89,New York Knicks,100,Box Score,,19812,2:17,Madison Square Garden (IV),
Sun Apr 13 2014,9:00p,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,19995,2:32,Moda Center,
Sun Apr 13 2014,9:00p,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,16965,2:20,Sleep Train Arena,
Sun Apr 13 2014,9:30p,Memphis Grizzlies,102,Los Angeles Lakers,90,Box Score,,18997,1:59,STAPLES Center,
Mon Apr 14 2014,7:00p,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,17822,2:27,Wells Fargo Center,
Mon Apr 14 2014,7:00p,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,18821,2:18,Air Canada Centre,
Mon Apr 14 2014,7:00p,Miami Heat,93,Washington Wizards,114,Box Score,,20356,2:04,Verizon Center,
Mon Apr 14 2014,7:30p,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,11918,2:15,Philips Arena,
Mon Apr 14 2014,8:00p,Orlando Magic,95,Chicago Bulls,108,Box Score,,22087,2:08,United Center,
Mon Apr 14 2014,8:00p,San Antonio Spurs,98,Houston Rockets,104,Box Score,,18406,2:04,Toyota Center,
Mon Apr 14 2014,8:00p,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,17024,2:22,Smoothie King Center,
Mon Apr 14 2014,9:00p,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,19911,2:00,EnergySolutions Arena,
Mon Apr 14 2014,10:00p,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,18422,2:18,US Airways Center,
Mon Apr 14 2014,10:30p,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,19596,2:16,Oracle Arena,
Tue Apr 15 2014,8:00p,New York Knicks,109,Brooklyn Nets,98,Box Score,,17732,2:26,Barclays Center,
Tue Apr 15 2014,10:30p,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,19330,2:26,STAPLES Center,
Wed Apr 16 2014,7:00p,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,17627,2:24,Time Warner Cable Arena,
Wed Apr 16 2014,7:00p,Indiana Pacers,101,Orlando Magic,86,Box Score,,18846,1:59,Amway Center,
Wed Apr 16 2014,8:00p,Washington Wizards,118,Boston Celtics,102,Box Score,,18624,2:03,TD Garden,
Wed Apr 16 2014,8:00p,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,19842,2:00,Quicken Loans Arena,
Wed Apr 16 2014,8:00p,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,17323,2:48,FedEx Forum,
Wed Apr 16 2014,8:00p,Philadelphia 76ers,100,Miami Heat,87,Box Score,,20350,2:17,AmericanAirlines Arena,
Wed Apr 16 2014,8:00p,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,13111,2:05,BMO Harris Bradley Center,
Wed Apr 16 2014,8:00p,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,14155,2:45,Target Center,
Wed Apr 16 2014,8:00p,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,17421,2:02,Smoothie King Center,
Wed Apr 16 2014,8:00p,Toronto Raptors,92,New York Knicks,95,Box Score,,19812,2:26,Madison Square Garden (IV),
Wed Apr 16 2014,8:00p,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,18203,2:24,Chesapeake Energy Arena,
Wed Apr 16 2014,8:00p,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,18581,1:55,AT&T Center,
Wed Apr 16 2014,10:30p,Golden State Warriors,116,Denver Nuggets,112,Box Score,,17232,2:30,Pepsi Center,
Wed Apr 16 2014,10:30p,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,20021,2:21,Moda Center,
Wed Apr 16 2014,10:30p,Phoenix Suns,104,Sacramento Kings,99,Box Score,,17317,2:11,Sleep Train Arena,
Sat Apr 19 2014,12:30p,Brooklyn Nets,94,Toronto Raptors,87,Box Score,,19800,2:47,Air Canada Centre,
Sat Apr 19 2014,3:30p,Golden State Warriors,109,Los Angeles Clippers,105,Box Score,,19339,2:56,STAPLES Center,
Sat Apr 19 2014,7:00p,Atlanta Hawks,101,Indiana Pacers,93,Box Score,,18165,2:25,Bankers Life Fieldhouse,
Sat Apr 19 2014,9:43p,Memphis Grizzlies,86,Oklahoma City Thunder,100,Box Score,,18203,2:37,Chesapeake Energy Arena,
Sun Apr 20 2014,1:00p,Dallas Mavericks,85,San Antonio Spurs,90,Box Score,,18581,2:22,AT&T Center,
Sun Apr 20 2014,3:30p,Charlotte Bobcats,88,Miami Heat,99,Box Score,,19640,2:18,AmericanAirlines Arena,
Sun Apr 20 2014,7:00p,Washington Wizards,102,Chicago Bulls,93,Box Score,,21694,2:31,United Center,
Sun Apr 20 2014,9:30p,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,18240,3:21,Toyota Center,
Mon Apr 21 2014,8:00p,Memphis Grizzlies,111,Oklahoma City Thunder,105,Box Score,OT,18203,3:01,Chesapeake Energy Arena,
Mon Apr 21 2014,10:30p,Golden State Warriors,98,Los Angeles Clippers,138,Box Score,,19570,2:37,STAPLES Center,
Tue Apr 22 2014,7:00p,Atlanta Hawks,85,Indiana Pacers,101,Box Score,,18165,2:25,Bankers Life Fieldhouse,
Tue Apr 22 2014,7:30p,Brooklyn Nets,95,Toronto Raptors,100,Box Score,,20382,2:32,Air Canada Centre,
Tue Apr 22 2014,9:30p,Washington Wizards,101,Chicago Bulls,99,Box Score,OT,21663,2:44,United Center,
Wed Apr 23 2014,7:00p,Charlotte Bobcats,97,Miami Heat,101,Box Score,,19603,2:32,AmericanAirlines Arena,
Wed Apr 23 2014,8:00p,Dallas Mavericks,113,San Antonio Spurs,92,Box Score,,18581,2:21,AT&T Center,
Wed Apr 23 2014,9:30p,Portland Trail Blazers,112,Houston Rockets,105,Box Score,,18331,2:38,Toyota Center,
Thu Apr 24 2014,7:00p,Indiana Pacers,85,Atlanta Hawks,98,Box Score,,18124,2:29,Philips Arena,
Thu Apr 24 2014,8:00p,Oklahoma City Thunder,95,Memphis Grizzlies,98,Box Score,OT,18119,2:53,FedEx Forum,
Thu Apr 24 2014,10:30p,Los Angeles Clippers,98,Golden State Warriors,96,Box Score,,19596,2:37,Oracle Arena,
Fri Apr 25 2014,7:00p,Toronto Raptors,98,Brooklyn Nets,102,Box Score,,17732,2:54,Barclays Center,
Fri Apr 25 2014,8:00p,Chicago Bulls,100,Washington Wizards,97,Box Score,,20356,2:35,Verizon Center,
Fri Apr 25 2014,10:30p,Houston Rockets,121,Portland Trail Blazers,116,Box Score,OT,20302,2:53,Moda Center,
Sat Apr 26 2014,2:00p,Indiana Pacers,91,Atlanta Hawks,88,Box Score,,19043,2:34,Philips Arena,
Sat Apr 26 2014,4:30p,San Antonio Spurs,108,Dallas Mavericks,109,Box Score,,20636,2:33,American Airlines Center,
Sat Apr 26 2014,7:00p,Miami Heat,98,Charlotte Bobcats,85,Box Score,,19633,2:29,Time Warner Cable Arena,
Sat Apr 26 2014,9:30p,Oklahoma City Thunder,92,Memphis Grizzlies,89,Box Score,OT,18119,2:53,FedEx Forum,
Sun Apr 27 2014,1:00p,Chicago Bulls,89,Washington Wizards,98,Box Score,,20356,2:31,Verizon Center,
Sun Apr 27 2014,3:30p,Los Angeles Clippers,97,Golden State Warriors,118,Box Score,,19596,2:36,Oracle Arena,
Sun Apr 27 2014,7:00p,Toronto Raptors,87,Brooklyn Nets,79,Box Score,,17732,2:32,Barclays Center,
Sun Apr 27 2014,9:30p,Houston Rockets,120,Portland Trail Blazers,123,Box Score,OT,20246,3:08,Moda Center,
Mon Apr 28 2014,7:00p,Miami Heat,109,Charlotte Bobcats,98,Box Score,,19092,2:29,Time Warner Cable Arena,
Mon Apr 28 2014,8:00p,Atlanta Hawks,107,Indiana Pacers,97,Box Score,,18165,2:30,Bankers Life Fieldhouse,
Mon Apr 28 2014,9:30p,San Antonio Spurs,93,Dallas Mavericks,89,Box Score,,20796,2:39,American Airlines Center,
Tue Apr 29 2014,8:00p,Washington Wizards,75,Chicago Bulls,69,Box Score,,21752,2:19,United Center,
Tue Apr 29 2014,9:00p,Memphis Grizzlies,100,Oklahoma City Thunder,99,Box Score,OT,18203,2:57,Chesapeake Energy Arena,
Tue Apr 29 2014,10:30p,Golden State Warriors,103,Los Angeles Clippers,113,Box Score,,19657,2:37,STAPLES Center,
Wed Apr 30 2014,7:00p,Dallas Mavericks,103,San Antonio Spurs,109,Box Score,,18581,2:34,AT&T Center,
Wed Apr 30 2014,7:30p,Brooklyn Nets,113,Toronto Raptors,115,Box Score,,20393,2:45,Air Canada Centre,
Wed Apr 30 2014,9:30p,Portland Trail Blazers,98,Houston Rockets,108,Box Score,,18230,2:30,Toyota Center,
Thu May 1 2014,7:00p,Indiana Pacers,95,Atlanta Hawks,88,Box Score,,19044,2:40,Philips Arena,
Thu May 1 2014,8:00p,Oklahoma City Thunder,104,Memphis Grizzlies,84,Box Score,,18119,2:31,FedEx Forum,
Thu May 1 2014,10:30p,Los Angeles Clippers,99,Golden State Warriors,100,Box Score,,19596,2:41,Oracle Arena,
Fri May 2 2014,7:00p,Toronto Raptors,83,Brooklyn Nets,97,Box Score,,17732,2:22,Barclays Center,
Fri May 2 2014,8:00p,San Antonio Spurs,111,Dallas Mavericks,113,Box Score,,20799,2:37,American Airlines Center,
Fri May 2 2014,10:30p,Houston Rockets,98,Portland Trail Blazers,99,Box Score,,20204,2:41,Moda Center,
Sat May 3 2014,5:30p,Atlanta Hawks,80,Indiana Pacers,92,Box Score,,18165,2:30,Bankers Life Fieldhouse,
Sat May 3 2014,8:00p,Memphis Grizzlies,109,Oklahoma City Thunder,120,Box Score,,18203,2:35,Chesapeake Energy Arena,
Sat May 3 2014,10:30p,Golden State Warriors,121,Los Angeles Clippers,126,Box Score,,19543,2:50,STAPLES Center,
Sun May 4 2014,1:00p,Brooklyn Nets,104,Toronto Raptors,103,Box Score,,20457,2:50,Air Canada Centre,
Sun May 4 2014,3:30p,Dallas Mavericks,96,San Antonio Spurs,119,Box Score,,18581,2:39,AT&T Center,
Mon May 5 2014,7:00p,Washington Wizards,102,Indiana Pacers,96,Box Score,,18165,2:37,Bankers Life Fieldhouse,
Mon May 5 2014,9:42p,Los Angeles Clippers,122,Oklahoma City Thunder,105,Box Score,,18203,2:28,Chesapeake Energy Arena,
Tue May 6 2014,7:00p,Brooklyn Nets,86,Miami Heat,107,Box Score,,19470,2:16,AmericanAirlines Arena,
Tue May 6 2014,9:30p,Portland Trail Blazers,92,San Antonio Spurs,116,Box Score,,18581,2:27,AT&T Center,
Wed May 7 2014,7:00p,Washington Wizards,82,Indiana Pacers,86,Box Score,,18165,2:27,Bankers Life Fieldhouse,
Wed May 7 2014,9:30p,Los Angeles Clippers,101,Oklahoma City Thunder,112,Box Score,,18203,2:42,Chesapeake Energy Arena,
Thu May 8 2014,7:00p,Brooklyn Nets,82,Miami Heat,94,Box Score,,19639,2:16,AmericanAirlines Arena,
Thu May 8 2014,9:30p,Portland Trail Blazers,97,San Antonio Spurs,114,Box Score,,18581,2:20,AT&T Center,
Fri May 9 2014,8:00p,Indiana Pacers,85,Washington Wizards,63,Box Score,,20356,2:24,Verizon Center,
Fri May 9 2014,10:30p,Oklahoma City Thunder,118,Los Angeles Clippers,112,Box Score,,19530,2:45,STAPLES Center,
Sat May 10 2014,8:00p,Miami Heat,90,Brooklyn Nets,104,Box Score,,17732,2:30,Barclays Center,
Sat May 10 2014,10:30p,San Antonio Spurs,118,Portland Trail Blazers,103,Box Score,,20321,2:28,Moda Center,
Sun May 11 2014,3:30p,Oklahoma City Thunder,99,Los Angeles Clippers,101,Box Score,,19365,2:43,STAPLES Center,
Sun May 11 2014,8:00p,Indiana Pacers,95,Washington Wizards,92,Box Score,,20356,2:44,Verizon Center,
Mon May 12 2014,8:00p,Miami Heat,102,Brooklyn Nets,96,Box Score,,17732,2:37,Barclays Center,
Mon May 12 2014,10:30p,San Antonio Spurs,92,Portland Trail Blazers,103,Box Score,,20141,2:21,Moda Center,
Tue May 13 2014,7:00p,Washington Wizards,102,Indiana Pacers,79,Box Score,,18165,2:19,Bankers Life Fieldhouse,
Tue May 13 2014,9:30p,Los Angeles Clippers,104,Oklahoma City Thunder,105,Box Score,,18203,2:45,Chesapeake Energy Arena,
Wed May 14 2014,7:00p,Brooklyn Nets,94,Miami Heat,96,Box Score,,19615,2:37,AmericanAirlines Arena,
Wed May 14 2014,9:30p,Portland Trail Blazers,82,San Antonio Spurs,104,Box Score,,18581,2:20,AT&T Center,
Thu May 15 2014,8:00p,Indiana Pacers,93,Washington Wizards,80,Box Score,,19502,2:29,Verizon Center,
Thu May 15 2014,10:30p,Oklahoma City Thunder,104,Los Angeles Clippers,98,Box Score,,19565,2:36,STAPLES Center,
Sun May 18 2014,3:30p,Miami Heat,96,Indiana Pacers,107,Box Score,,18165,2:33,Bankers Life Fieldhouse,
Mon May 19 2014,9:00p,Oklahoma City Thunder,105,San Antonio Spurs,122,Box Score,,18581,2:26,AT&T Center,
Tue May 20 2014,8:30p,Miami Heat,87,Indiana Pacers,83,Box Score,,18165,2:30,Bankers Life Fieldhouse,
Wed May 21 2014,9:00p,Oklahoma City Thunder,77,San Antonio Spurs,112,Box Score,,18581,2:24,AT&T Center,
Sat May 24 2014,8:30p,Indiana Pacers,87,Miami Heat,99,Box Score,,20025,2:29,AmericanAirlines Arena,
Sun May 25 2014,8:30p,San Antonio Spurs,97,Oklahoma City Thunder,106,Box Score,,18203,2:28,Chesapeake Energy Arena,
Mon May 26 2014,8:30p,Indiana Pacers,90,Miami Heat,102,Box Score,,19874,2:27,AmericanAirlines Arena,
Tue May 27 2014,9:00p,San Antonio Spurs,92,Oklahoma City Thunder,105,Box Score,,18203,2:28,Chesapeake Energy Arena,
Wed May 28 2014,8:30p,Miami Heat,90,Indiana Pacers,93,Box Score,,18165,2:33,Bankers Life Fieldhouse,
Thu May 29 2014,9:00p,Oklahoma City Thunder,89,San Antonio Spurs,117,Box Score,,18581,2:26,AT&T Center,
Fri May 30 2014,8:30p,Indiana Pacers,92,Miami Heat,117,Box Score,,20021,2:25,AmericanAirlines Arena,
Sat May 31 2014,8:30p,San Antonio Spurs,112,Oklahoma City Thunder,107,Box Score,OT,18203,2:59,Chesapeake Energy Arena,
Thu Jun 5 2014,9:00p,Miami Heat,95,San Antonio Spurs,110,Box Score,,18581,2:29,AT&T Center,
Sun Jun 8 2014,8:00p,Miami Heat,98,San Antonio Spurs,96,Box Score,,18581,2:32,AT&T Center,
